region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Travinh,2021-08-12,,estimate,-0.0244665365323372,-0.0248412588101998,0.026582068712413,-0.0684182938644058,-0.0419767229521188,-0.0309602327875642,-0.0182174037224168,-0.00798543004383523,0.0182385515452129
Travinh,2021-08-13,,estimate,-0.0308090109734593,-0.0310614377069507,0.0266724313635856,-0.0750759750525196,-0.0478937014692779,-0.037146231613038,-0.024456852806139,-0.0143705401777151,0.0115091724799138
Travinh,2021-08-14,,estimate,-0.0363646201422916,-0.0371065269420554,0.0268292186881251,-0.0816181203903517,-0.0537576951868898,-0.0431421251366133,-0.0302255810983325,-0.0205148653990802,0.00503835431829731
Travinh,2021-08-15,,estimate,-0.0423118322837163,-0.0429592042650816,0.0270667639567662,-0.0884080315574519,-0.0596082982486394,-0.0489562122454905,-0.0361388255190674,-0.0257462854384676,-0.00026837118347559
Travinh,2021-08-16,,estimate,-0.0478520312441867,-0.0486049052277142,0.0274052496986313,-0.0951333759623367,-0.0650630110650278,-0.054549914002015,-0.0416030163340117,-0.0308057989094557,-0.00576839903351005
Travinh,2021-08-17,,estimate,-0.053154188968519,-0.0540317248813209,0.0278672914634626,-0.102051200512574,-0.0708850690540464,-0.0601190610625964,-0.04635698134753,-0.0354826127548205,-0.011212488954671
Travinh,2021-08-18,,estimate,-0.058164765253322,-0.0592302783811171,0.0284745293762862,-0.108552741490012,-0.0765318488409263,-0.0653082450561433,-0.0514250125381746,-0.0399793234800974,-0.0157528904215545
Travinh,2021-08-19,,estimate,-0.0631223931409471,-0.0641934842250898,0.0292443309065375,-0.114712503246829,-0.082045003851858,-0.0701505461131331,-0.0560285065870889,-0.0442902172745538,-0.019389415376663
Travinh,2021-08-20,,estimate,-0.0678084610559597,-0.0689162603422534,0.0301876027771699,-0.120501424101675,-0.0870311618596788,-0.0753228954766201,-0.0602880646409997,-0.0482928710675408,-0.0229547932544069
Travinh,2021-08-21,,estimate,-0.0720868580077662,-0.0733951593788279,0.0313081540117469,-0.126638380092505,-0.0922116394341806,-0.0794134938549458,-0.0642589493440079,-0.0518889835412514,-0.0259193114262483
Travinh,2021-08-22,,estimate,-0.0758439752928191,-0.0776280084583117,0.0326029630869179,-0.133703627427383,-0.0973858117622272,-0.0835659783985435,-0.0682948237057307,-0.0556393919500502,-0.0287705557541864
Travinh,2021-08-23,,estimate,-0.0796389734618387,-0.0816136351112532,0.0340627876863861,-0.141019475859888,-0.102142820709222,-0.0879319091044209,-0.0717598733336499,-0.0588399484762901,-0.0302776037936122
Travinh,2021-08-24,,estimate,-0.083148134441179,-0.0853517388360481,0.035673429136883,-0.147286656394917,-0.106725926872794,-0.0917160449474007,-0.0749616728174999,-0.0612156052836892,-0.0316692950670211
Travinh,2021-08-25,,estimate,-0.0865103436837385,-0.0888429191692495,0.0374179197055238,-0.154596539605665,-0.111596554157547,-0.0956574618039753,-0.0778298358164789,-0.0634739866025046,-0.033064573277615
